TIC,Star Name,Planet Name,Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star TESS Mag,Star RA,Star Dec,TFOPWG Disposition,Creation Date,Planet Radius [Re],Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hr],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Rp/Rs,TOI Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,Known,EB,VS,NASA PC,Assumed Parameters,Star Mass [Ms],Star Metallicity,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Mass Flag,Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Planet Radius [Rjup],Planet Radius Error Upper [Rjup,Planet Radius Error Lower [Rjup],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Transit Duration T14 [s],Eclipse Duration E14 [s],Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Temperature [K],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
408114363,TOI-2450,TOI-2450.01,5426,-133.219,133.219,0.776644,-0.0402336,0.0402336,4.63305,-0.0820061,0.0820061,188.967,-1.748,1.748,11.4894,77.952525,6.795745,PC,03/02/2021 22:59,6.960176479,-0.4788033,0.4788033,2459179.177,-0.001559,0.001559,0.675048788,-0.019711623,0.019711623,4.3420932,-0.1712005,0.1712005,17.8832414,-0.0021954,0.0021954,0.082161353,PC,3,4,3,3,4,4,4,2021-02-03 22:59:10.436992+00:00,2021-02-03 17:26:19.819000+00:00,,[32],0,0,0,0,TRUE,,0.945,,12.08,11.4894,10.737,10.395,10.296,10.25,10.291,10.219,TRUE,62.69,-23.88,38.6,0.121449182,0.197244798,-0.075134883,0.620946422,0.042716043,-0.042716043,0.131338959,19648028612,36.3642795,0,90,0,0,0.2,0.8,2.3,9.8,15.9,6.1,15631.53552,15631.53552,37137.62952,27.28352696,2459188.119,20,21,636.2492714,1,18,36,118,762,1591,Transit,1,18,36,0,0,0,2
59128183,TOI-2453,TOI-2453.01,3609,-157,157,0.502498,-0.0147592,0.0147592,4.73522,-0.0080108,0.0080108,81.9043,-0.3055,0.3055,12.4223,74.837485,12.936353,PC,03/02/2021 22:59,3.184597502,-1.1545687,1.1545687,2458441.995,-0.001112,0.001112,0.337581833,-0.02783439,0.02783439,1.393441,-0.3768265,0.3768265,4.4414275,-8.80E-06,8.80E-06,0.058101793,PC,2,4,1,1,4,4,4,2021-02-03 22:59:11.073291+00:00,2024-11-15 17:43:41.147000+00:00,,"[5, 32, 43, 44, 71]",0,0,0,0,TRUE,,0.500519,,14.415,12.4223,11.038,10.402,10.195,10.059,9.997,9.886,TRUE,9.28,-5.52,13.51,0.042507214,0.029198145,-0.017367862,0.284111248,0.103003897,-0.103003897,0.041985696,6280970746,17.96678744,0,90,0,0,0.2,0.8,2.3,8.3,5.8,3.4,5016.3876,5016.3876,29718.37572,21.83289875,2458444.216,81,80,602.0556957,9,136,272,543,3810,7589,Transit,9,136,272,1,0,1,1
117799904,TOI-2457,TOI-2457.01,4045,-124.442,124.442,0.631569,-0.0632463,0.0632463,4.63657,-0.118939,0.118939,61.425,-0.1221,0.1221,10.8749,70.167322,-12.890726,PC,03/02/2021 22:59,2.970363056,-1.3017113,1.3017113,2459175.255,-0.002808,0.002808,0.185915715,-0.021405707,0.021405707,2.5629666,-0.4850636,0.4850636,14.1993538,-0.0040069,0.0040069,0.043117945,PC,2,4,2,2,4,4,4,2021-02-03 22:59:11.631837+00:00,2021-02-03 17:28:30.393000+00:00,potential L1,[32],0,0,0,0,TRUE,,0.63,,12.155,10.8749,9.741,9.126,8.929,8.837,8.857,8.759,TRUE,7.81,-4.76,12.28,0.038637201,0.024573008,-0.014976635,0.264998498,0.116131103,-0.116131103,0.09837893,14717278416,33.49536368,0,90,0,0,0.2,0.8,2.3,4.4,2.8,1.7,9226.67976,9226.67976,13503.80121,9.920701161,2459182.355,31,31,494.2096023,8,88,177,2758,17612,33730,Transit,8,88,177,0,0,0,1
248434780,TOI-2462,TOI-2462.01,5549,-32.4,32.4,1.82733,-0.109668,0.109668,3.90566,-2,2,516.495,-13.1145,13.1145,11.7884,77.314465,-5.557409,PC,03/02/2021 22:59,16.56620601,-1.2423514,1.2423514,2459183.651,-0.003098,0.003098,0.69079755,-0.039442627,0.039442627,4.7778345,-0.2252771,0.2252771,12.8643168,-0.0044143,0.0044143,0.083114232,PC,3,4,3,3,4,4,4,2021-02-03 22:59:12.643329+00:00,2021-02-03 17:29:39.885000+00:00,,[32],0,0,0,0,TRUE,,0.98,,12.637,11.7884,11.099,10.709,10.61,10.557,10.588,10.53,TRUE,382.66,-181.36,345.96,1.088511891,1.203983005,-0.570622374,1.477940449,0.110835359,-0.110835359,0.106763049,15971524874,12.563406,0,90,0,0,0.2,0.8,2.3,95.7,105.8,50.2,17200.2042,17200.2042,340339.5591,250.0338244,2459190.083,31,32,1106.995944,7,98,196,3,29,57,Eclipse,3,29,57,0,0,0,1
452375478,TOI-2463,TOI-2463.01,6481,-130.437,130.437,3.21252,-0.142357,0.142357,3.54495,-0.0883093,0.0883093,332.825,-2.856,2.856,9.0318,88.090245,-48.09086,PC,03/02/2021 22:59,12.30901734,-0.6679118,0.6679118,2459179.182,-0.002481,0.002481,0.123393911,-0.00582209,0.00582209,12.7030565,-0.1843262,0.1843262,10.6079445,-0.0009522,0.0009522,0.035127469,PC,3,4,3,3,4,4,4,2021-02-03 22:59:12.780613+00:00,2021-09-29 11:28:00.917000+00:00,evolved and variable star,"[32, 33]",0,0,0,0,TRUE,,1.32,,9.509,9.0318,8.521,8.318,8.286,8.235,8.26,8.235,TRUE,695.2,-265.69,427.24,1.344247371,2.187343817,-0.835954227,1.098138862,0.059587202,-0.059587202,0.103678136,15510028369,6.939764751,0,90,0,0,0.2,0.8,2.3,103.3,168.2,64.3,45731.0034,45731.0034,2076218.689,1525.314602,2459184.486,116,117,1739.62103,40,165,299,2,6,11,Eclipse,2,6,11,0,0,0,2
146523262,TOI-2465,TOI-2465.01,6808.4,-126.9,126.9,1.01507,-0.0440855,0.0440855,4.59121,-0.09,0.09,219.093,-1.6175,1.6175,10.2994,76.737031,-18.904621,PC,03/02/2021 22:59,3.307019419,-0.8288763,0.8288763,2459174.839,-0.002754,0.002754,0.089211357,-0.006875351,0.006875351,2.9961712,-0.3858709,0.3858709,3.759205,-0.0007472,0.0007472,0.02986827,PC,2,4,2,2,4,4,4,2021-02-03 22:59:13.033962+00:00,2021-02-03 17:57:28.559000+00:00,Bad transit shape; potentially contaminated by systematics.,[32],0,0,0,0,TRUE,,1.466,0.29,10.786,10.2994,9.805,9.57,9.52,9.466,9.502,9.428,TRUE,10.21,-5.92,14.18,0.044615269,0.032124253,-0.018626403,0.295033018,0.073947518,-0.073947518,0.053750262,8040924720,11.386441,0,90,0,0,0.2,0.8,2.3,4.5,3.3,1.9,10786.21632,10786.21632,939352.0011,690.1042414,2459176.719,130,129,1426.711182,8,104,207,59,484,941,Transit,8,104,207,0,0,0,1
399868187,TOI-2473,TOI-2473.01,6589.15,-143.9,143.9,1.52933,-0.08,0.08,4.20674,-0.09,0.09,284.183,-3.6275,3.6275,10.5347,74.374979,10.416737,PC,03/02/2021 23:44,9.955861463,-5.23752,5.23752,2459199.203,-0.000682,0.000682,0.3562,-0.0938404,0.0938404,2.756,-0.088,0.088,1.2311781,-1.50E-06,1.50E-06,0.059682493,PC,3,4,3,3,4,4,4,2021-02-03 23:44:47.425746+00:00,2021-02-03 18:09:01.671000+00:00,missed the 6-day HJ. WINE CTOI. Multi.,"[5, 32]",0,0,0,0,TRUE,,1.373,-0.097,11.077,10.5347,9.878,9.656,9.572,9.532,9.547,9.489,TRUE,333.36,-118.58,183.66,0.577858984,1.048867858,-0.373094404,0.888203995,0.467261041,-0.467261041,0.02498983,3738425329,3.513706639,0,90,0,0,0.2,0.8,2.3,88.7,161,57.3,9921.6,9921.6,8653494.097,6357.375054,2459199.818,293,293,2485.602327,3,33,65,1,3,5,Eclipse,1,3,5,0,0,0,2
43868600,TOI-2476,TOI-2476.01,4731.6,-49,49,5.66634,,,,,,537.765,-9.938,9.938,10.1263,78.108877,-7.257924,APC,03/02/2021 23:44,15.0127176,,,2459196.637,-0.003746,0.003746,0.059,-0.000170825,0.000170825,2.909,-0.672,0.672,3.8865992,-3.01E-05,3.01E-05,0.024289916,PC,3,4,3,3,4,4,4,2021-02-03 23:44:47.864197+00:00,2021-02-03 18:19:57.773000+00:00,star is evolved,"[5, 32]",0,0,0,0,TRUE,"Star Mass, ",10.45991299,0.13,11.123,10.1263,9.224,8.741,8.532,8.47,8.565,8.457,TRUE,479.55,-209.03,370.51,1.16575483,1.508833037,-0.65768193,1.339347257,,,0.105804867,15828182777,4.015192978,0,90,0,0,0.2,0.8,2.3,31.5,40.8,17.8,10472.4,10472.4,1760695.158,1293.512118,2459198.581,108,105,1669.705254,184,1758,3492,9,65,127,Eclipse,9,65,127,0,0,0,1
412054152,TOI-2477,TOI-2477.01,7505.23,-206.7,206.7,1.96251,-0.18,0.18,4.09049,-0.12,0.12,362.227,-5.0755,5.0755,10.2422,79.742457,15.203062,PC,03/02/2021 23:44,7.960743807,-4.51382,4.51382,2460218.773,-0.014419,0.014419,0.1383,-0.241813,0.241813,5.598,-1.911,1.911,34.7769296,-0.0006345,0.0006345,0.037188708,PC,3,4,3,3,4,4,4,2021-02-03 23:44:47.919777+00:00,2024-01-03 11:50:52.273000+00:00,alerted as a single but now have period of 34.8 days; centroid offset centered on 412060659,"[32, 43, 44, 45, 71]",0,0,0,0,TRUE,,1.73,,10.593,10.2422,9.788,9.697,9.635,9.603,9.613,9.624,TRUE,111.26,-40.32,63.33,0.199258464,0.350063109,-0.126860907,0.710211214,0.40269674,-0.40269674,0.25031862,37447132588,27.42740293,0,90,0,0,0.2,0.8,2.3,8.6,15.1,5.5,20152.8,20152.8,239088.2428,175.648543,2460236.161,10,11,1013.34345,10,97,193,85,534,1064,Transit,10,97,193,0,0,0,1
262258341,TOI-2481,TOI-2481.01,5567,-137.1,137.1,0.864157,-0.05,0.05,4.55699,-0.08,0.08,151.756,-0.8325,0.8325,10.6675,77.804406,2.427361,PC,03/02/2021 23:44,3.345866465,-0.224244,0.224244,2459193.256,-0.003967,0.003967,0.126,-0.000237515,0.000237515,3.374,-0.436,0.436,11.994832,-9.54E-05,9.54E-05,0.035496479,PC,2,4,2,2,4,4,4,2021-02-03 23:44:48.418407+00:00,2021-02-03 18:12:52.056000+00:00,Weak odd-even difference.,"[5, 32]",0,0,0,0,TRUE,,0.982,,11.426,10.6675,10.024,9.683,9.608,9.56,9.602,9.456,TRUE,10.53,-6.09,14.43,0.045401857,0.033131085,-0.019161283,0.298498726,0.020005744,-0.020005744,0.101931257,15248699011,25.36402289,0,90,0,0,0.2,0.8,2.3,4.1,3,1.7,12146.4,12146.4,84590.22535,62.14504597,2459199.253,31,31,781.6226847,10,127,254,447,3019,6024,Transit,10,127,254,0,0,0,1
68035559,TOI-2484,TOI-2484.01,5632,-121,121,0.887279,-0.04,0.04,4.54108,-0.08,0.08,179.127,-0.833,0.833,10.8945,219.734215,37.02674,PC,11/02/2021 21:44,5.274351955,-0.299337,0.299337,2459686.112,-0.00166,0.00166,0.297,-0.000246256,0.000246256,2.517,-0.223,0.223,8.3272872,-2.57E-05,2.57E-05,0.054497706,PC,3,4,3,3,4,4,4,2021-02-11 21:44:26.795152+00:00,2022-12-12 18:02:30.047000+00:00,ephemeris match to 68035552(other star in pixel); very slight depth aperture correlation,"[23, 50]",0,0,0,0,TRUE,,0.998,,11.507,10.8945,10.26,9.952,9.865,9.834,9.872,9.818,TRUE,33.37,-14.79,26.58,0.083630033,0.104993762,-0.046534544,0.470546973,0.026705104,-0.026705104,0.080351102,12020353775,19.47309773,0,90,0,0,0.2,0.8,2.3,8.4,10.5,4.7,9061.2,9061.2,150336.1638,110.4459501,2459690.275,62,65,902.4644986,3,42,83,53,397,815,Transit,3,42,83,0,0,0,1
369376388,TOI-2486,TOI-2486.01,4205,-152.2,152.2,0.774692,-0.07,0.07,4.47935,,,96.5003,-0.2093,0.2093,11.1869,59.85217,-36.476026,PC,11/02/2021 21:51,3.283584705,-0.309793,0.309793,2459167.655,-0.001222,0.001222,0.151,-0.000167173,0.000167173,1.535,-0.185,0.185,1.5411764,-3.50E-06,3.50E-06,0.038858718,PC,2,4,1,1,4,4,4,2021-02-11 21:51:42.549987+00:00,2024-09-09 17:26:34.482000+00:00,found in faint-star QLP search,"[4, 5, 31]",0,0,0,0,TRUE,,0.66,,12.285,11.1869,10.108,9.493,9.364,9.244,9.311,9.185,TRUE,10.06,-5.86,14.06,0.044237707,0.0316523,-0.018437622,0.29294231,0.027637928,-0.027637928,0.022734907,3401093736,6.310554576,0,90,0,0,0.2,0.8,2.3,10.3,7.3,4.2,5526,5526,444397.1461,326.4807601,2459168.426,449,442,1183.633474,4,60,124,17,139,280,Transit,4,60,124,0,0,0,1
394346745,TOI-2487,TOI-2487.01,6138,-5946.3,5946.3,1.2098,-0.05,0.05,4.3371,,,646.188,-4.501,4.501,12.8466,42.888322,-81.006992,PC,19/02/2021 00:11,16.15641782,-0.67669,0.67669,2459382.604,-0.000595,0.000595,1.499,-6.88E-05,6.88E-05,3.141,-0.038,0.038,3.4024655,-3.20E-06,3.20E-06,0.122433656,PC,3,4,3,3,4,4,4,2021-02-19 00:11:33.985053+00:00,2022-03-21 19:25:37.870000+00:00,,"[1, 12, 13, 27, 28, 39]",0,0,0,0,TRUE,,1.16,,13.534,12.8466,12.23,11.949,11.883,11.851,11.887,11.59,TRUE,405.57,-188.83,352.35,1.10861708,1.276065926,-0.594125623,1.441381532,0.060370342,-0.060370342,0.046531624,6961031850,8.270619429,0,90,0,0,0.2,0.8,2.3,135.7,156.2,72.7,11307.6,11307.6,1175947.749,863.9216487,2459384.305,366,366,1509.186347,5,72,143,2,11,22,Eclipse,2,11,22,1,0,1,2
139251123,TOI-2488,TOI-2488.01,5403,-5394.9,5394.9,2.31961,-0.142639,0.142639,3.68037,-2,2,385.238,-10.3255,10.3255,10.6292,347.136174,-45.026493,PC,19/02/2021 00:11,11.12597495,-1.661711,1.661711,2459066.143,-0.001904,0.001904,0.19336811,-0.010110271,0.010110271,4.2439843,-0.3215632,0.3215632,10.7668398,-3.64E-05,3.64E-05,0.043973641,PC,3,4,3,3,4,4,4,2021-02-19 00:11:34.108104+00:00,2024-04-24 18:48:43.918000+00:00,,"[28, 68]",0,0,0,0,TRUE,,0.94,,11.303,10.6292,9.964,9.638,9.55,9.493,9.57,9.426,TRUE,548.84,-198.61,311.93,0.981441537,1.726843758,-0.624896944,0.992594708,0.148248181,-0.148248181,0.093507557,13988531495,8.66832427,0,90,0,0,0.2,0.8,2.3,94.1,165.7,60,15278.34348,15278.34348,642554.5094,472.0590276,2459071.527,39,40,1297.634534,54,622,1238,7,52,102,Eclipse,7,52,102,0,0,0,1
279327604,TOI-2489,TOI-2489.01,5309.5,-5412.1,5412.1,1.02349,-0.0640201,0.0640201,4.37694,-0.1,0.1,215.394,-5.026,5.026,11.2451,332.553092,-45.049614,APC,19/02/2021 00:11,5.992933628,-12.0227165,12.0227165,2459062.945,-0.001536,0.001536,0.288171064,-0.021862526,0.021862526,1.3367863,-0.1265267,0.1265267,1.426951,-0.0001724,0.0001724,0.053681567,PC,3,4,3,3,4,4,4,2021-02-19 00:11:34.227973+00:00,2021-02-17 18:41:38.540000+00:00,Potential odd-even,[28],0,0,0,0,TRUE,,0.91,-0.48,12.187,11.2451,10.527,10.169,10.054,10.017,10.017,9.903,TRUE,45.13,-18.61,31.6,0.099424719,0.14199486,-0.058553608,0.534654646,1.072596768,-1.072596768,0.024038239,3596069385,5.050361384,0,90,0,0,0.2,0.8,2.3,19.1,27.3,11.3,4812.43068,4812.43068,1765186.21,1296.811514,2459063.659,292,292,1670.618935,2,31,62,4,35,70,Transit,2,31,62,0,0,0,1
80567842,TOI-2491,TOI-2491.01,8343,-147.492,147.492,1.55754,-0.058407,0.058407,4.36705,-0.0741381,0.0741381,533.726,-12.711,12.711,11.0233,87.283391,9.627515,APC,19/02/2021 00:37,19.35900862,-1.0547695,1.0547695,2459205.125,-0.00074,0.00074,1.298453647,-0.045176117,0.045176117,2.5599954,-0.0483641,0.0483641,5.92777,-0.0004025,0.0004025,0.11394971,PC,3,4,3,3,4,4,4,2021-02-19 00:37:58.067159+00:00,2021-02-18 18:54:45.552000+00:00,large; pre-eclipse bump potentially due to ellipsoidal variation,[33],0,0,0,0,TRUE,,2.06,,10.993,11.0233,10.652,10.583,10.517,10.414,10.42,10.51,TRUE,260.19,-141.37,309.5,0.973795902,0.818649292,-0.444799763,1.727098037,0.094100394,-0.094100394,0.081573606,12203237809,11.26195694,0,90,0,0,0.2,0.8,2.3,67.5,56.8,30.9,9215.98344,9215.98344,2165564.953,1590.953718,2459208.088,62,61,1757.924887,1,10,20,1,4,8,Eclipse,1,4,8,0,0,0,2
282576340,TOI-2494,TOI-2494.01,5376,-129.068,129.068,0.900438,-0.05,0.05,4.49858,-0.0806247,0.0806247,152.866,-0.875,0.875,10.7202,90.159529,0.131482,PC,19/02/2021 00:37,9.348643371,-0.59366,0.59366,2459210.732,-0.000568,0.000568,0.906,-0.000908724,0.000908724,1.976,-0.202,0.202,8.3761316,-1.17E-05,1.17E-05,0.095184032,PC,3,4,3,3,4,4,4,2021-02-19 00:37:58.493639+00:00,2021-04-07 17:32:23.452000+00:00,possible multi; potential second candidate with period of 2.4 days,"[6, 33]",0,0,0,0,TRUE,,0.932,,11.475,10.7202,10.042,9.66,9.602,9.537,9.602,9.585,TRUE,248.61,-87.76,136.03,0.427998244,0.782214537,-0.27612384,0.834031532,0.052962889,-0.052962889,0.078855525,11796618649,18.83136157,0,90,0,0,0.2,0.8,2.3,44.9,82,29,7113.6,7113.6,133446.9071,98.03809058,2459214.92,47,46,875.9985779,3,37,74,6,44,85,Transit,3,37,74,0,0,0,1
206785987,TOI-2500,TOI-2500.01,7837,-174.37,174.37,1.57828,-0.07,0.07,4.31121,-0.0839198,0.0839198,702.71,-23.7115,23.7115,11.619,96.69897,8.200979,PC,19/02/2021 00:37,13.84735648,-0.659959,0.659959,2459225.954,-0.001241,0.001241,0.647,-0.000247947,0.000247947,3.031,-0.163,0.163,2.955314,-7.30E-06,7.30E-06,0.08043631,PC,3,4,3,3,4,4,4,2021-02-19 00:37:59.300029+00:00,2024-09-09 17:28:17.713000+00:00,found in faint-star QLP search,[33],0,0,0,0,TRUE,,1.86,,11.755,11.619,11.289,11.203,11.177,11.155,11.157,11.112,TRUE,567.14,-231.5,391.92,1.233118223,1.784421997,-0.728380457,1.235380524,0.0588777,-0.0588777,0.049575378,7416371058,6.754378501,0,90,0,0,0.2,0.8,2.3,115.5,167.1,68.2,10911.6,10911.6,4687241.189,3443.528114,2459227.432,125,123,2132.269781,10,140,281,2,13,25,Eclipse,2,13,25,0,0,0,2
59842822,TOI-2513,TOI-2513.01,6039,-121.9,121.9,1.70403,-0.08,0.08,4.02511,-0.08,0.08,258.693,-2.4955,2.4955,10.0509,94.027709,-21.279477,PC,02/03/2021 22:28,4.279035115,-0.317686,0.317686,2459225.861,-0.005305,0.005305,0.053,-0.000188741,0.000188741,2.577,-0.697,0.697,2.5577037,-2.34E-05,2.34E-05,0.023021729,PC,3,4,3,3,4,4,4,2021-03-02 22:28:41.325704+00:00,2021-03-01 18:58:41.190000+00:00,may be on 59842836 or 59842839,"[6, 33]",0,0,0,0,TRUE,,1.122,,10.547,10.0509,9.5,9.231,9.158,9.105,9.142,9.118,TRUE,19.72,-9.98,20.1,0.063241672,0.062046059,-0.031400592,0.3817506,0.028342095,-0.028342095,0.038034112,5689822127,4.799538172,0,90,0,0,0.2,0.8,2.3,8.7,8.5,4.3,9277.2,9277.2,3271939.245,2403.762538,2459227.14,203,202,1949.17264,10,124,245,21,165,328,Transit,10,124,245,0,0,0,1
295947393,TOI-2516,TOI-2516.01,9567,-365.4,365.4,2.3703,,,4.08,-1.24,1.24,545.079,,,9.9552,109.0444,-17.453065,APC,02/03/2021 22:28,18.8045018,,,2459252.876,-0.003535,0.003535,0.529,-5.59E-05,5.59E-05,7.906,-0.421,0.421,5.4927168,-3.19E-05,3.19E-05,0.072732386,PC,3,4,3,3,4,4,4,2021-03-02 22:28:41.619921+00:00,2021-03-02 17:09:22.175000+00:00,excess flux in last two transits due to detrending issues,"[7, 33]",0,0,0,0,TRUE,"Star Mass, ",2.837252831,,10.079,9.9552,9.733,9.737,9.669,9.646,9.669,9.689,TRUE,278.82,-147.85,315.91,0.993964018,0.877265827,-0.465188123,1.677628167,,,0.0862595,12904237552,7.825408711,0,90,0,0,0.2,0.8,2.3,57.1,50.5,26.8,28461.6,28461.6,7755931.65,5697.971923,2459255.622,86,85,2418.283771,1,4,8,1,1,2,Eclipse,1,1,2,0,0,0,3
237924601,TOI-252,TOI-252.01,5071,-181,181,0.874822,,,4.48308,-2.00352,2.00352,190.596,,,11.7497,57.553653,-63.053919,APC,04/12/2018 21:48,4.596149099,-0.2960881,0.2960881,2460041.402,-0.000557,0.000557,0.231999723,-0.013308377,0.013308377,0.5001924,-0.0429446,0.0429446,1.0021853,-5.30E-06,5.30E-06,0.04816635,PC,3,4,3,3,4,4,4,2018-12-04 21:48:18+00:00,2023-07-12 13:01:51.200000+00:00,TFOP APC; synchronized to variability,"[2, 3, 11, 28, 29, 30, 31, 34, 38, 61, 62, 64]",0,0,0,0,TRUE,"Star Mass, ",0.816221312,,12.458,11.7497,10.834,10.389,10.271,10.198,10.222,10.109,TRUE,23.65,-11.41,22.07,0.069439986,0.074411222,-0.035899875,0.410041663,0.026415256,-0.026415256,0.01831671,2740140799,4.502266306,0,90,0,0,0.2,0.8,2.3,16.1,17.4,8.4,1800.69264,1800.69264,1847893.193,1357.573017,2460041.903,1244,1244,1689.907848,8,116,234,17,141,283,Transit,8,116,234,0,0,0,1
72556406,TOI-2521,TOI-2521.01,5730,-104,104,1.72492,-0.09,0.09,3.97441,-0.43,0.43,341.347,-4.925,4.925,10.8218,93.529144,-8.062309,APC,02/03/2021 22:28,9.444955311,-0.478522,0.478522,2459227.249,-0.001383,0.001383,0.252,-3.51E-05,3.51E-05,4.533,-0.207,0.207,5.563087,-1.34E-05,1.34E-05,0.050199602,PC,3,4,3,3,4,4,4,2021-03-02 22:28:42.118209+00:00,2021-03-01 19:24:09.597000+00:00,RV error ~4.3 km/s,"[6, 33]",0,0,0,0,TRUE,,1.023,,11.263,10.8218,10.161,9.839,9.743,9.707,9.726,9.688,TRUE,260.33,-92.38,143.06,0.450117098,0.819089781,-0.290659985,0.842623923,0.042690947,-0.042690947,0.061920001,9263100253,7.719077535,0,90,0,0,0.2,0.8,2.3,50.9,92.5,32.8,16318.8,16318.8,1025148.778,753.1356924,2459230.031,76,76,1458.333736,9,106,211,3,25,48,Eclipse,3,25,48,0,0,0,1
148883384,TOI-2522,TOI-2522.01,5531,-130.8,130.8,0.966756,-0.05,0.05,4.45421,-0.08,0.08,84.5017,-0.40195,0.40195,9.1239,107.118513,-12.147866,PC,02/03/2021 22:28,1.972793269,-0.124017,0.124017,2459223.891,-0.003407,0.003407,0.035,-6.29E-05,6.29E-05,4.365,-0.218,0.218,2.0988541,-0.0002283,0.0002283,0.018708287,PC,2,4,2,2,4,4,4,2021-03-02 22:28:42.207975+00:00,2021-03-01 19:23:01.391000+00:00,weak signal; potential L1 candidate,"[7, 33]",0,0,0,0,TRUE,,0.97,,9.801,9.1239,8.502,8.168,8.114,8.032,8.1,8.069,TRUE,3.08,-2.15,7.09,0.022307635,0.009690764,-0.006764657,0.17600113,0.011064075,-0.011064075,0.031757744,4750890822,7.063763832,0,90,0,0,0.2,0.8,2.3,3.6,1.6,1.1,15714,15714,1062691.79,780.7170375,2459224.94,208,209,1471.534929,10,67,130,43,230,449,Transit,10,67,130,0,0,0,1
380836882,TOI-2526,TOI-2526.01,5923,-139.1,139.1,1.29088,-0.07,0.07,4.24972,-0.08,0.08,302.145,-2.481,2.481,11.0586,270.134849,-65.613808,PC,02/03/2021 22:57,12.50705481,-0.624913,0.624913,2459381.868,-0.000942,0.000942,0.789,-0.00010499,0.00010499,5.197,-0.376,0.376,8.011385,-1.45E-05,1.45E-05,0.088825672,PC,3,4,3,3,4,4,4,2021-03-02 22:57:47.380311+00:00,2023-01-24 17:54:28.909000+00:00,CTOI from Rafael Brahm,"[13, 39]",0,0,0,0,TRUE,,1.08,,11.567,11.0586,10.435,10.171,10.093,10.042,10.088,10.087,TRUE,678.79,-260.08,420.91,1.324330964,2.135712183,-0.818303193,1.115806612,0.055751099,-0.055751099,0.080423578,12031196054,13.39679551,0,90,0,0,0.2,0.8,2.3,127.8,206.1,78.9,18709.2,18709.2,388591.5272,285.4826101,2459385.874,61,62,1144.264095,8,103,204,1,11,23,Eclipse,1,11,23,0,0,0,2
126572546,TOI-2527,TOI-2527.01,6919,-258.9,258.9,3.45166,-0.39,0.39,3.54099,-0.11,0.11,743.085,-85.498,85.498,11.1673,136.653301,-50.48045,PC,02/03/2021 22:57,13.36423062,-1.39235,1.39235,2459301.551,-0.002622,0.002622,0.126,-7.00E-05,7.00E-05,3.706,-0.309,0.309,2.3018922,-1.10E-05,1.10E-05,0.035496479,PC,3,4,3,3,4,4,4,2021-03-02 22:57:47.486064+00:00,2025-07-09 20:32:33+00:00,possibly synchronized with variability; CTOI from Samuel Grunblatt,"[8, 9, 35, 36]",0,0,0,0,TRUE,,1.51,,11.839,11.1673,10.371,10.021,9.945,9.805,9.876,9.832,TRUE,605.67,-242.14,401.86,1.264392961,1.905650934,-0.761857641,1.192278847,0.12421736,-0.12421736,0.039153058,5857214095,2.439164473,0,90,0,0,0.2,0.8,2.3,147.9,222.8,89.1,13341.6,13341.6,21833535.4,16040.2228,2459302.702,386,388,3132.620531,34,429,850,1,10,20,Eclipse,1,10,20,0,0,0,2
